JJ PPM DIFF DIDD
1986.5877 346.70 1.37 15.01
1986.6068 346.21 1.97999999999996 15.53
1986.6260 345.66 1.15000000000003 15.26
1986.6452 345.65 0.589999999999975 15.46
1986.6644 345.22 1.25 14.79
1986.6836 345.64 1.87 15.94
1986.7027 345.74 2.16000000000003 16.69
1986.7219 344.44 2.11000000000001 16.18
1986.7411 344.86 2.58000000000004 16.31
1986.7603 344.17 1.35000000000002 15.56
1986.7795 344.37 1.45999999999998 15.98
1986.7986 344.46 1.12 15.34
1986.8178 345.27 1.56 16.43
1986.8370 345.47 1.74000000000001 16.15
1986.8562 345.98 1.75999999999999 15.55
1986.8753 345.91 1.15000000000003 15.71
1986.8945 346.27 1.04999999999995 15.71
1986.9137 347.12 1.88 16.43
1986.9329 347.04 1.49000000000001 15.85
1986.9521 347.09 0.849999999999966 14.99
1986.9712 347.23 1.24000000000001 15.41
1986.9904 347.57 1.04000000000002 15.18
1987.0096 348.05 1.46000000000004 15.78
1987.0288 348.79 2.39000000000004 16.24
1987.0479 348.55 1.71000000000004 15.57
1987.0671 348.97 2.46000000000004 16.08
1987.0863 348.41 1.58000000000004 15.39
1987.1055 348.19 0.930000000000007 14.98
1987.1247 348.91 1.47000000000003 15.8200000000001
1987.1438 349.55 1.98000000000002 16.31
1987.1630 349.08 2.02999999999997 14.54
1987.1822 349.43 2.44999999999999 15.14
1987.2014 350.00 2.12 14.65
1987.2205 350.38 1.04000000000002 15.18
1987.2397 351.10 2.12 15.87
1987.2589 350.74 1.06999999999999 14.78
1987.2781 351.07 1.62 15.09
1987.2973 351.63 1.67000000000002 15.4
1987.3164 351.73 1.20000000000005 15.01
1987.3356 352.14 1.84999999999997 15.06
1987.3548 352.07 1.74000000000001 15.34
1987.3740 352.02 1.39999999999998 14.91
1987.3932 352.32 2.21999999999997 15.4
1987.4123 352.11 1.75 15.61
1987.4315 351.74 1.55000000000001 15.59
1987.4507 351.35 1.38 15.46
1987.4699 351.35 1.62 14.98
1987.4890 350.58 1.44 14.85
1987.5082 350.77 1.96999999999997 15.38
1987.5274 349.69 2.07999999999998 14.51
1987.5466 350.21 2.40999999999997 15.85
1987.5658 349.72 1.90000000000003 15.66
1987.5849 347.29 0.590000000000032 14.08
1987.6041 348.77 2.46999999999997 16.25
1987.6233 348.22 2.56 15.4
1987.6425 347.77 1.97999999999996 15.73
1987.6616 346.80 1.30000000000001 14.65
1987.6808 346.55 1.57999999999998 15.38
1987.7000 346.81 1.06999999999999 15.33
1987.7192 345.76 1.30000000000001 14.91
1987.7384 346.22 1.36000000000001 15.3
1987.7575 346.36 2.19999999999999 15.43
1987.7767 346.56 2.19 15.04
1987.7959 346.96 2.44999999999999 15.81
1987.8151 346.89 1.91999999999996 15.39
1987.8342 347.38 1.86000000000001 15.48
1987.8534 347.51 1.59999999999997 15.31
1987.8726 348.07 2.13999999999999 15.58
1987.8918 348.71 2.54999999999995 15.76
1987.9110 348.75 1.74000000000001 15.99
1987.9301 348.73 1.64000000000004 15.39
1987.9493 349.23 2.15000000000003 15.77
1987.9685 349.37 2.16000000000003 15.35
1987.9877 349.76 2.26999999999998 15.68
1988.0068 350.14 2.25 15.35
1988.0260 350.28 1.47999999999996 15.65
1988.0451 350.54 1.92000000000002 15.61
1988.0642 350.71 1.77999999999997 15.2
1988.0833 351.72 3.33000000000004 16.5
1988.1025 351.26 3.09999999999997 16.44
1988.1216 351.24 2.35000000000002 15.8
1988.1407 352.16 2.64000000000004 16.8200000000001
1988.1598 353.04 4.04000000000002 16.92
1988.1790 352.40 2.95999999999998 16.3
1988.1981 351.95 2.19999999999999 15.16
1988.2172 351.74 1.54000000000002 14.74
1988.2363 353.05 1.91000000000003 15.71
1988.2555 353.38 2.62 16.19
1988.2746 353.52 2.62 15.54
1988.2937 353.61 1.96000000000004 16.02
1988.3128 354.40 2.67999999999995 16.39
1988.3320 353.92 2.00999999999999 15.66
1988.3511 354.19 2.07999999999998 16.13
1988.3702 354.19 2.13999999999999 16.38
1988.3893 354.65 2.38 16.79
1988.4085 353.94 1.82999999999998 15.4
1988.4276 354.28 2.46999999999997 16.1
1988.4467 353.66 2.30000000000001 15.54
1988.4658 353.34 1.92999999999995 15.77
1988.4850 353.31 2.61000000000001 16.09
1988.5041 352.84 2.06999999999999 16.15
1988.5232 352.99 3.03000000000003 16.15
1988.5423 352.93 2.72000000000003 16.76
1988.5615 351.99 1.94999999999999 16.31
1988.5806 350.89 2.95999999999998 15.6
1988.5997 350.82 1.94999999999999 16.19
1988.6189 350.14 1.69999999999999 15.57
1988.6380 350.18 2.38 15.97
1988.6571 349.53 2.85999999999996 15.75
1988.6762 348.85 2.20000000000005 16.34
1988.6954 349.13 2.37 17.22
1988.7145 348.86 2.92000000000002 16.92
1988.7336 348.75 2.48000000000002 16.03
1988.7527 348.95 2.68000000000001 16.76
1988.7719 348.69 2.29000000000002 16.79
1988.7910 349.30 2.47000000000003 16.58
1988.8101 349.45 2.57999999999998 16.66
1988.8292 349.77 2.53999999999996 16.55
1988.8484 349.86 2.30000000000001 16.29
1988.8675 350.15 2.17999999999995 16.54
1988.8866 350.56 1.89999999999998 16.36
1988.9057 350.61 1.85000000000002 16.52
1988.9249 350.90 2.21999999999997 16.41
1988.9440 351.44 2.24000000000001 16.55
1988.9631 351.57 2.20999999999998 16.27
1988.9822 352.08 2.39999999999998 16.94
1989.0014 352.48 2.40000000000003 17.3
1989.0205 353.15 2.85999999999996 17.48
1989.0397 353.00 2.48000000000002 16.33
1989.0589 352.67 2 15.73
1989.0781 353.31 1.58999999999997 16.39
1989.0973 352.80 1.54000000000002 16.18
1989.1164 353.29 2 16.75
1989.1356 353.62 1.74000000000001 16.77
1989.1548 353.77 0.75 16.73
1989.1740 353.63 1.00999999999999 15.67
1989.1932 353.58 1.70999999999998 15.48
1989.2123 354.09 2.51999999999998 15.21
1989.2315 354.78 1.91999999999996 15.91
1989.2507 354.75 1.37 15.93
1989.2699 355.40 1.82999999999998 16.69
1989.2890 356.08 2.56999999999999 17.24
1989.3082 356.32 2.11000000000001 16.82
1989.3274 355.76 1.73000000000002 16.33
1989.3466 355.58 1.38999999999999 17.27
1989.3658 356.11 2.02000000000004 16.92
1989.3849 355.96 1.29999999999995 1355.95
1989.4041 356.13 2.01999999999998 16.23
1989.4233 355.57 1.33999999999997 15.97
1989.4425 355.46 1.65999999999997 16.57
1989.4616 354.98 1.59000000000003 15.77
1989.4808 355.00 1.75 16.29
1989.5000 354.76 1.71999999999997 16.68
1989.5192 354.41 1.57000000000005 16.74
1989.5384 353.55 0.54000000000002 15.7
1989.5575 353.26 1.19 16.74
1989.5767 353.22 1.93000000000001 16.3200000000001
1989.5959 352.62 1.88 16.23
1989.6151 351.95 1.67000000000002 15.88
1989.6342 350.75 0.399999999999977 16.15
1989.6534 350.74 1.25 15.49
1989.6726 350.96 2.06 17.22
1989.6918 349.39 0.269999999999982 15.11
1989.7110 349.55 0.699999999999989 16.06
1989.7301 349.90 1.20999999999998 16.09
1989.7493 350.41 1.39000000000004 16.21
1989.7685 349.86 1.09000000000003 15.58
1989.7877 350.34 1.17999999999995 16.27
1989.8068 350.70 1.22999999999996 16.47
1989.8260 350.44 0.730000000000018 15.81
1989.8452 351.32 1.45999999999998 16.56
1989.8644 351.64 1.53999999999996 16.1
1989.8836 351.84 1.34999999999997 16.23
1989.9027 352.05 1.35000000000002 16.15
1989.9219 352.30 1.46000000000004 15.85
1989.9411 353.07 1.76999999999998 16.35
1989.9603 352.90 1.28999999999996 15.74
1989.9795 352.98 1.19 15.79
1989.9986 353.67 1.11000000000001 16.14
1990.0178 353.53 0.369999999999948 16.05
1990.0370 353.93 0.939999999999998 16.15
1990.0562 353.87 1.19 15.22
1990.0753 354.34 1.02999999999997 16.41
1990.0945 354.98 2.10000000000002 16.76
1990.1137 355.03 1.83999999999997 16.6
1990.1329 355.37 1.92000000000002 17.11
1990.1521 355.12 1.19 15.89
1990.1712 355.70 2.24000000000001 16.43
1990.1904 355.73 2.12 15.81
1990.2096 355.48 1.42000000000002 15.88
1990.2288 356.07 1.38999999999999 15.12
1990.2479 356.21 1.45999999999998 15.74
1990.2671 356.11 0.819999999999993 15.26
1990.2863 356.16 0.270000000000039 15.1300000000001
1990.3055 356.81 0.45999999999998 15.66
1990.3247 356.93 1.05000000000001 15.51
1990.3438 357.65 2.17999999999995 16.45
1990.3630 357.20 1.01999999999998 15.37
1990.3822 357.28 1.29999999999995 16.01
1990.4014 357.33 1.26999999999998 15.79
1990.4205 356.93 1.04000000000002 15.36
1990.4397 356.20 0.930000000000007 14.49
1990.4589 356.13 0.990000000000009 14.91
1990.4781 355.74 0.660000000000025 15.13
1990.4973 356.17 1.5 15.65
1990.5164 354.95 0.360000000000014 15.53
1990.5356 354.25 0.579999999999984 14.99
1990.5548 354.33 1.09999999999997 15.52
1990.5740 353.95 0.729999999999961 15.45
1990.5932 353.13 0.409999999999968 15.93
1990.6123 353.41 1.46000000000004 15.48
1990.6315 353.01 2.21999999999997 14.65
1990.6507 351.73 1.08000000000004 14.52
1990.6699 351.09 -0.0400000000000205 14.36
1990.6890 350.80 1.31999999999999 14.31
1990.7082 351.69 2.16000000000003 15.86
1990.7274 351.39 1.59999999999997 15.81
1990.7466 351.33 0.919999999999959 15.52
1990.7658 351.48 1.62 15.72
1990.7849 351.51 1.23000000000002 15.39
1990.8041 351.65 1.02999999999997 15.12
1990.8233 352.33 1.83999999999997 15.64
1990.8425 352.64 1.33999999999997 15.67
1990.8616 353.08 1.56 15.68
1990.8808 353.38 1.49000000000001 16.12
1990.9000 353.62 1.69999999999999 15.97
1990.9192 353.83 1.47999999999996 15.95
1990.9384 354.39 1.41999999999996 16.16
1990.9575 354.26 1.30000000000001 15.76
1990.9767 354.75 1.86000000000001 16.21
1990.9959 354.71 1.04999999999995 16.18
1991.0151 354.50 0.899999999999977 15.23
1991.0342 354.93 1.09000000000003 15.57
1991.0534 354.85 0.950000000000045 15.37
1991.0726 355.52 1.31 15.81
1991.0918 355.23 0.28000000000003 15.2
1991.1110 355.78 0.689999999999998 15.04
1991.1301 356.43 1.13 16.23
1991.1493 355.73 0.710000000000036 14.21
1991.1685 357.08 1.31999999999999 15.93
1991.1877 357.65 2.15999999999997 16.7
1991.2068 357.17 1.56 15.44
1991.2260 357.39 1.22999999999996 14.92
1991.2452 358.34 2.22999999999996 16.1199999999999
1991.2644 357.97 1.85000000000002 15.29
1991.2836 358.65 2.56999999999999 15.87
1991.3027 359.26 2.31999999999999 16.76
1991.3219 359.19 2.48000000000002 16.25
1991.3411 358.86 1.23000000000002 15.86
1991.3603 359.34 2.09999999999997 16.29
1991.3795 359.65 2.38999999999999 16.74
1991.3986 358.74 1.41000000000003 15.72
1991.4178 358.28 1.22999999999996 15.39
1991.4370 358.45 2.19 15.65
1991.4562 358.07 1.88999999999999 15.63
1991.4753 357.80 2.06 15.64
1991.4945 357.20 0.949999999999989 15.68
1991.5137 356.67 1.44 15.37
1991.5329 356.13 2.02999999999997 15.8
1991.5521 355.15 0.909999999999968 14.47
1991.5712 355.45 1.31 15.57
1991.5904 354.50 0.850000000000023 15.23
1991.6096 354.29 1.18000000000001 15.43
1991.6288 353.21 0 15.12
1991.6479 353.01 1.05000000000001 15.76
1991.6671 353.04 1.96000000000004 15.49
1991.6863 352.51 1.78999999999996 15.38
1991.7055 351.86 0.189999999999998 14.89
1991.7247 351.88 0.399999999999977 15.19
1991.7438 351.66 0.340000000000032 15.41
1991.7630 352.05 0.560000000000002 15.26
1991.7822 352.52 1.15999999999997 15.42
1991.8014 352.69 1 15.55
1991.8205 352.94 0.680000000000007 15.11
1991.8397 353.75 1.20999999999998 15.54
1991.8589 353.71 0.680000000000007 15.45
1991.8781 353.83 0.519999999999982 15.3
1991.8973 354.10 0.490000000000009 14.87
1991.9164 354.56 0.70999999999998 14.9
1991.9356 354.90 0.539999999999964 15.19
1991.9548 355.14 0.979999999999961 15.46
1991.9740 355.50 0.949999999999989 15.35
1991.9932 356.46 1.53999999999996 15.99
1992.0123 356.11 1.75 15.48
1992.0314 356.25 1.32999999999998 15.48
1992.0505 356.29 1.35000000000002 15.42
1992.0697 356.09 0.629999999999995 14.39
1992.0888 356.89 1.69 14.97
1992.1079 357.12 1.48000000000002 15.74
1992.1270 357.29 0.840000000000032 15.9
1992.1462 357.26 1.61000000000001 15.1
1992.1653 356.62 -0.329999999999984 13.95
1992.1844 357.87 0.269999999999982 15.42
1992.2036 358.30 1.04000000000002 15.46
1992.2227 358.77 1.44999999999999 15.93
1992.2418 357.96 -0.270000000000039 14.4
1992.2609 359.13 1.06 15.8
1992.2801 359.16 0.770000000000039 1359.15
1992.2992 359.65 0.269999999999982 15.07
1992.3183 359.26 0.129999999999995 14.34
1992.3374 359.69 0.75 15.4
1992.3566 358.94 -0.240000000000009 14.15
1992.3757 359.13 -0.519999999999982 14.46
1992.3948 360.40 1.65999999999997 15.57
1992.4139 360.47 2.15000000000003 16.52
1992.4331 359.77 1.27999999999997 15.77
1992.4522 358.88 0.79000000000002 14.82
1992.4713 358.64 0.699999999999989 15.24
1992.4904 358.77 1.47999999999996 15.58
1992.5096 357.68 1.04000000000002 14.79
1992.5287 356.93 0.70999999999998 14.72
1992.5478 356.36 1.12 14.33
1992.5669 355.61 0.210000000000036 14.08
1992.5861 355.27 0.699999999999989 14.2
1992.6052 355.62 1.35000000000002 15.07
1992.6243 355.33 2.12 14.96
1992.6434 354.34 1.31 15.54
1992.6626 352.89 -0.25 14.04
1992.6817 354.07 1.48000000000002 15.34
1992.7008 352.87 0.980000000000018 13.91
1992.7199 352.60 0.75 15.31
1992.7391 352.86 1.17000000000002 15.35
1992.7582 353.24 1.22000000000003 15.37
1992.7773 353.58 1.13 15.67
1992.7964 353.20 0.589999999999975 14.9
1992.8156 353.17 0.28000000000003 13.8
1992.8347 354.26 0.569999999999993 15.2
1992.8538 353.94 0.230000000000018 14.6
1992.8730 354.16 0.370000000000005 14.52
1992.8921 354.72 0.700000000000045 14.3800000000001
1992.9112 354.84 0.299999999999955 14.9
1992.9303 355.28 0.399999999999977 14.69
1992.9495 355.44 0.329999999999984 14.53
1992.9686 355.99 0.579999999999984 14.58
1992.9877 356.28 -0.0400000000000205 14.97
1993.0068 356.93 0.870000000000005 15.24
1993.0260 357.22 0.920000000000016 15.14
1993.0452 356.85 0.560000000000002 15.41
1993.0644 357.05 0.990000000000009 15.34
1993.0836 357.28 0.509999999999991 15.07
1993.1027 356.99 -0.180000000000007 14.16
1993.1219 357.16 -0.0499999999999545 14.14
1993.1411 357.79 0.330000000000041 14.65
1993.1603 358.57 2.19999999999999 15.86
1993.1795 358.32 0.5 15.73
1993.1986 358.67 0.300000000000011 14.84
1993.2178 357.84 -0.560000000000002 13.46
1993.2370 359.19 1.05000000000001 15.24
1993.2562 358.83 -0.270000000000039 14.09
1993.2753 359.10 0.120000000000005 14.0700000000001
1993.2945 359.63 -0.120000000000005 14.03
1993.3137 359.75 0.70999999999998 13.85
1993.3329 359.47 -0.339999999999975 13.83
1993.3521 360.12 0.939999999999998 14.17
1993.3712 360.55 1.78000000000003 14.16
1993.3904 360.75 0.389999999999986 14.76
1993.4096 359.99 -0.490000000000009 14.04
1993.4288 359.77 -0.25 13.74
1993.4479 359.65 0.779999999999973 14.08
1993.4671 359.18 0.490000000000009 13.79
1993.4863 358.69 -0.0199999999999818 13.77
1993.5055 357.72 -0.149999999999977 12.68
1993.5247 357.72 0.590000000000032 13.41
1993.5438 357.10 0.930000000000007 13
1993.5630 356.53 0.549999999999955 13.41
1993.5822 356.43 1.40000000000003 13.55
1993.6014 355.77 0.0499999999999545 14.48
1993.6205 355.41 0.0500000000000114 13.15
1993.6397 354.83 0.359999999999957 12.9
1993.6589 354.80 2.06 14.36
1993.6781 354.18 0.25 13.94
1993.6973 353.84 0.629999999999995 13.83
1993.7164 353.99 1.5 13.52
1993.7356 354.16 1.49000000000001 13.92
1993.7548 354.06 0.740000000000009 14.02
1993.7740 353.88 0.29000000000002 13.63
1993.7932 354.36 1.27000000000004 13.51
1993.8123 354.34 1.03999999999996 13.64
1993.8315 354.63 0.509999999999991 13.54
1993.8507 355.01 1.05000000000001 13.5
1993.8699 355.61 1.52000000000004 14.04
1993.8890 355.99 1.31 14.22
1993.9082 356.14 1.31 13.82
1993.9274 356.52 1.33999999999997 13.86
1993.9466 356.64 1.14999999999998 13.82
1993.9658 357.53 1.63 14.1
1993.9849 357.48 1.27000000000004 13.77
1994.0041 358.11 1.19999999999999 13.92
1994.0233 358.12 0.95999999999998 14.41
1994.0425 358.40 1.52999999999997 14.31
1994.0616 358.24 1.42000000000002 13.8
1994.0808 358.28 0.799999999999955 13.61
1994.1000 358.92 1.99000000000001 14.06
1994.1192 358.64 1.45999999999998 14.03
1994.1384 359.39 1.70999999999998 14.43
1994.1575 358.88 0.360000000000014 13.81
1994.1767 359.35 1.12 14.12
1994.1959 360.46 1.75 15.02
1994.2151 360.60 2.69 14.85
1994.2342 360.81 1.75999999999999 1360.8
1994.2534 361.09 2.08999999999997 1361.08
1994.2726 361.01 2 1361
1994.2918 361.30 1.93000000000001 1361.29
1994.3110 361.81 2.00999999999999 14.53
1994.3301 361.98 2.53000000000003 14.31
1994.3493 361.38 1.44 13.93
1994.3685 361.70 1.13 13.76
1994.3877 361.51 0.759999999999991 14.16
1994.4068 361.41 1.24000000000001 14.1
1994.4260 360.89 1.20999999999998 13.71
1994.4452 360.89 1.06999999999999 13.57
1994.4644 360.82 1.67000000000002 13.93
1994.4836 360.02 1.07999999999998 13.59
1994.5027 359.95 2.40999999999997 13.78
1994.5219 359.64 1.31 13.56
1994.5411 359.21 2.07999999999998 13.92
1994.5603 358.83 2.22999999999996 14.01
1994.5795 358.45 2.20999999999998 13.95
1994.5986 357.88 1.94999999999999 13.44
1994.6178 357.70 2.31999999999999 13.6
1994.6370 356.87 1.91000000000003 14.16
1994.6562 356.19 1.31999999999999 14.07
1994.6753 356.48 2.30000000000001 15.66
1994.6945 355.26 1.42000000000002 13.31
1994.7137 355.67 1.75999999999999 13.99
1994.7329 355.35 1.14000000000004 14.16
1994.7521 355.70 1.62 14.05
1994.7712 355.85 1.99000000000001 14.69
1994.7904 356.14 1.84999999999997 14.15
1994.8096 356.56 2.12 14.57
1994.8288 356.68 2.19999999999999 14.57
1994.8479 356.97 1.98000000000002 14.11
1994.8671 358.15 2.63999999999999 15.1
1994.8863 357.65 1.69999999999999 13.99
1994.9055 358.07 2 15.06
1994.9247 358.74 2.25 1358.73
1994.9438 359.38 2.82999999999998 14.74
1994.9630 358.82 1.38999999999999 13.89
1994.9822 359.34 1.82999999999998 14.64
1995.0014 359.70 1.67000000000002 14.48
1995.0205 359.54 1.42000000000002 14.14
1995.0397 360.37 1.99000000000001 15.13
1995.0589 360.03 1.78999999999996 14.91
1995.0781 360.14 1.78999999999996 14.41
1995.0973 360.76 1.92000000000002 14.93
1995.1164 361.05 2.47000000000003 15.16
1995.1356 361.01 1.57999999999998 14.43
1995.1548 361.68 2.70999999999998 14.94
1995.1740 361.78 2.90999999999997 14.53
1995.1932 361.10 0.439999999999998 13.42
1995.2123 361.76 1.21999999999997 13.93
1995.2315 362.84 1.98999999999995 14.46
1995.2507 363.75 2.80000000000001 15.53
1995.2699 362.81 1.73000000000002 14.93
1995.2890 363.01 1.75999999999999 14.83
1995.3082 363.51 1.92000000000002 14.76
1995.3274 362.83 0.659999999999968 13.73
1995.3466 363.85 2.44 14.73
1995.3658 364.40 2.75 15.25
1995.3849 363.67 2.22000000000003 14.97
1995.4041 363.67 2.09000000000003 14.53
1995.4233 363.79 2.91000000000003 14.93
1995.4425 363.05 2.17000000000002 14.56
1995.4616 362.91 2.04000000000002 14.79
1995.4808 362.44 2.20999999999998 14.54
1995.5000 362.31 2.47000000000003 15.1
1995.5192 362.10 2.39000000000004 14.99
1995.5384 361.42 2.19 14.61
1995.5575 360.99 2.06999999999999 14.66
1995.5767 360.14 1.56 14.42
1995.5959 359.76 1.89999999999998 14.43
1995.6151 358.76 0.990000000000009 14.53
1995.6342 358.66 1.67000000000002 14.06
1995.6534 357.84 1.54999999999995 13.3
1995.6726 358.31 1.93000000000001 14.03
1995.6918 358.58 3.10999999999996 14.96
1995.7110 358.77 3.09999999999997 15.59
1995.7301 357.59 2.31 15.34
1995.7493 357.81 2.13 15.34
1995.7685 357.72 1.87 14.84
1995.7877 357.99 2 14.98
1995.8068 358.23 1.62 14.76
1995.8260 358.83 2.21999999999997 15.04
1995.8452 359.09 2.13 15.32
1995.8644 359.49 1.24000000000001 15.12
1995.8836 359.80 2.16000000000003 14.9
1995.9027 359.82 1.80000000000001 14.53
1995.9219 360.21 1.69999999999999 14.8
1995.9411 360.55 1.17000000000002 14.49
1995.9603 360.62 1.66000000000003 14.99
1995.9795 361.40 2.22999999999996 15.27
1995.9986 361.84 2.10999999999996 15.02
1996.0178 362.19 2.73000000000002 15.69
1996.0369 361.91 1.57000000000005 15.45
1996.0560 362.21 2.18000000000001 15.41
1996.0751 362.34 2.21999999999997 15.85
1996.0943 362.92 2.47000000000003 15.89
1996.1134 363.03 1.79999999999995 15.72
1996.1325 363.57 2.69 16.09
1996.1516 363.93 2.31 16.42
1996.1708 364.09 2.19999999999999 17.09
1996.1899 363.69 2.50999999999999 1363.68
1996.2090 364.45 2.88 16.1
1996.2281 364.49 1.88999999999999 15.35
1996.2473 364.25 0.509999999999991 15.02
1996.2664 364.61 1.78000000000003 15.07
1996.2855 364.70 1.50999999999999 14.99
1996.3046 364.55 1.25 14.32
1996.3238 365.02 1.81 14.51
1996.3429 364.69 1.23000000000002 14.52
1996.3620 365.47 1.03000000000003 14.86
1996.3811 365.28 1.45999999999998 14.74
1996.4003 365.04 1.47000000000003 14.87
1996.4194 364.97 1.15000000000003 14.7
1996.4385 365.28 2.11999999999995 15.14
1996.4577 365.07 2.15999999999997 15.12
1996.4768 364.50 2.07999999999998 14.95
1996.4959 364.42 2 15.42
1996.5150 363.82 1.69999999999999 15.48
1996.5342 363.50 1.86000000000001 15.71
1996.5533 363.12 2.06 15.26
1996.5724 362.04 1.97000000000003 14.3
1996.5915 362.03 2.16999999999996 15.45
1996.6107 361.79 2.78000000000003 15.66
1996.6298 361.01 2.61000000000001 15.32
1996.6489 360.86 2.63999999999999 15.21
1996.6680 360.08 2.15999999999997 14.86
1996.6872 359.94 1.43000000000001 14.22
1996.7063 359.01 0.199999999999989 13.46
1996.7254 359.22 1.51000000000005 14.64
1996.7445 359.29 1.45000000000005 14.68
1996.7637 359.44 1.68000000000001 15.23
1996.7828 359.76 1.89999999999998 15.39
1996.8019 359.52 1.29999999999995 14.96
1996.8210 359.98 1.25999999999999 14.66
1996.8402 360.27 1.20999999999998 14.75
1996.8593 360.85 1.40000000000003 14.92
1996.8784 361.37 1.57999999999998 15.43
1996.8975 361.25 1.48000000000002 14.82
1996.9167 361.63 1.48000000000002 14.44
1996.9358 362.23 1.87 15.26
1996.9549 362.48 1.72000000000003 15.32
1996.9740 362.32 1.07999999999998 15.07
1996.9932 362.76 0.899999999999977 15.14
1997.0123 362.96 0.870000000000005 14.63
1997.0315 362.97 0.990000000000009 14.29
1997.0507 363.50 1.36000000000001 14.98
1997.0699 363.20 0.879999999999995 14.2
1997.0890 363.56 0.730000000000018 15.18
1997.1082 364.29 1.30000000000001 16.03
1997.1274 363.64 0.25 14.71
1997.1466 364.74 0.879999999999995 15.01
1997.1658 363.87 -0.45999999999998 14.79
1997.1849 364.16 0.710000000000036 14.67
1997.2041 364.63 0.199999999999989 14.62
1997.2233 365.19 0.70999999999998 14.76
1997.2425 365.74 1.34000000000003 14.53
1997.2616 365.96 1.37 15.24
1997.2808 366.50 1.79000000000002 15.28
1997.3000 366.70 2.20999999999998 15.07
1997.3192 366.61 1.55000000000001 14.95
1997.3384 366.48 1.93000000000001 14.1
1997.3575 366.82 1.31999999999999 14.78
1997.3767 367.01 1.68000000000001 14.89
1997.3959 366.24 1.10000000000002 13.98
1997.4151 366.07 1.14999999999998 14.02
1997.4342 365.76 0.449999999999989 14.1
1997.4534 365.35 0.240000000000009 14.05
1997.4726 365.22 0.710000000000036 13.8200000000001
1997.4918 365.10 0.660000000000025 14.74
1997.5110 364.78 0.899999999999977 14.03
1997.5301 364.47 0.920000000000016 14.91
1997.5493 363.60 0.370000000000005 13.43
1997.5685 363.58 1.20999999999998 13.86
1997.5877 363.19 1.41000000000003 15.9
1997.6068 362.63 0.740000000000009 13.87
1997.6260 361.19 0.089999999999975 13.18
1997.6452 361.54 0.689999999999998 14.26
1997.6644 361.44 0.939999999999998 14.53
1997.6836 360.08 0.129999999999995 13.56
1997.7027 360.33 1.43000000000001 13.58
1997.7219 359.88 0.670000000000016 14.14
1997.7411 359.99 0.600000000000023 13.81
1997.7603 360.53 1.11999999999995 13.98
1997.7795 360.72 1.03000000000003 14.21
1997.7986 361.02 1.47999999999996 13.87
1997.8178 361.30 1.38 14.46
1997.8370 362.05 1.87 14.47
1997.8562 362.14 1.32999999999998 14.7
1997.8753 362.52 1.18000000000001 14.33
1997.8945 363.27 2.07999999999998 14.59
1997.9137 363.95 2.33999999999997 15.21
1997.9329 364.04 1.79000000000002 15.21
1997.9521 364.33 1.88 15.05
1997.9712 364.75 2.44 15.3
1997.9904 365.03 2.29999999999995 15.27
1998.0096 365.31 2.38999999999999 15.09
1998.0288 365.31 2.44999999999999 15.07
1998.0479 365.10 1.52000000000004 14.44
1998.0671 365.38 2.23000000000002 14.76
1998.0863 365.97 2.52000000000004 14.25
1998.1055 365.62 1.32999999999998 14.37
1998.1247 365.67 2.03000000000003 14.34
1998.1438 366.67 1.84000000000003 14.38
1998.1630 367.10 3.26000000000005 14.03
1998.1822 366.66 2.5 14.5700000000001
1998.2014 366.83 2.30000000000001 14.85
1998.2205 367.77 2.70999999999998 15.81
1998.2397 368.81 3.11000000000001 15.57
1998.2589 368.34 2.35999999999996 14.9
1998.2781 368.47 2.29000000000002 15.0700000000001
1998.2973 368.35 1.14000000000004 14.61
1998.3164 369.55 2.88999999999999 15.06
1998.3356 369.72 3.25 15.9
1998.3548 368.32 1.64999999999998 14.03
1998.3740 369.58 2.49000000000001 15.33
1998.3932 369.94 3.63 15.34
1998.4123 369.61 3.53000000000003 15.79
1998.4315 369.14 3.27999999999997 14.9
1998.4507 368.80 3.43000000000001 15.14
1998.4699 368.75 3.47000000000003 15.45
1998.4890 368.19 2.98000000000002 14.88
1998.5082 368.41 3.72000000000003 15.64
1998.5274 367.73 3.17000000000002 14.74
1998.5466 367.90 4.25 15.02
1998.5658 367.10 3.36000000000001 15.23
1998.5849 366.90 3.71999999999997 16.14
1998.6041 366.23 3.43000000000001 15.46
1998.6233 365.54 4.06 15.25
1998.6425 365.34 3.78999999999996 15.5
1998.6616 364.74 3.24000000000001 15.09
1998.6808 364.32 4.18000000000001 15.56
1998.7000 363.65 3.21999999999997 14.49
1998.7192 363.51 3.63999999999999 14.86
1998.7384 364.06 4.17000000000002 15.12
1998.7575 364.10 3.61000000000001 15.22
1998.7767 364.30 3.77000000000004 15.54
1998.7959 364.53 3.40999999999997 15.13
1998.8151 364.79 3.52000000000004 15.35
1998.8342 364.94 3.05000000000001 15.13
1998.8534 365.39 3.19999999999999 15.45
1998.8726 365.95 3.55000000000001 15.81
1998.8918 365.82 2.70999999999998 15.2
1998.9110 366.59 2.58999999999997 15.98
1998.9301 366.80 2.86000000000001 15.9
1998.9493 367.15 2.77999999999997 15.51
1998.9685 367.28 2.64999999999998 15.85
1998.9877 367.63 2.57999999999998 15.41
1999.0068 367.80 2.50999999999999 15.14
1999.0260 368.10 2.85000000000002 14.95
1999.0452 367.82 2.69 14.88
1999.0644 369.08 3.65999999999997 16.32
