JJ PPM DIFF DIDD
1999.0836 369.27 3.41999999999996 16.01
1999.1027 369.11 3.44 16.2
1999.1219 368.62 3.09000000000003 15.37
1999.1411 369.08 2.41999999999996 15.28
1999.1603 368.03 0.819999999999993 14.51
1999.1795 369.24 2.73000000000002 15.45
1999.1986 370.18 3.25 16.63
1999.2178 370.56 3 16.18
1999.2370 370.66 2.16000000000003 15.92
1999.2562 371.73 3.28000000000003 16.85
1999.2753 371.51 2.82999999999998 16.1
1999.2945 370.29 2.08000000000004 14.09
1999.3137 370.60 1.16000000000003 14.27
1999.3329 371.52 1.65999999999997 15.93
1999.3521 371.07 2.82999999999998 15.35
1999.3712 370.58 1.07999999999998 14.52
1999.3904 370.72 0.800000000000011 14.71
1999.4096 370.71 1.04999999999995 14.62
1999.4288 370.39 1.22999999999996 14.95
1999.4479 370.41 1.47000000000003 15.0700000000001
1999.4671 369.89 1.13999999999999 14.83
1999.4863 369.78 1.54999999999995 14.9299999999999
1999.5055 370.05 1.85000000000002 15.06
1999.5247 370.13 2.06999999999999 15.92
1999.5438 369.09 1.11999999999995 15.6
1999.5630 368.27 1.16999999999996 14.96
1999.5822 367.70 0.699999999999989 14.69
1999.6014 367.35 1.08000000000004 14.89
1999.6205 366.60 0.970000000000027 14.85
1999.6397 366.27 0.810000000000002 15.48
1999.6589 365.18 0.439999999999998 14.33
1999.6781 364.36 -0.199999999999989 13.71
1999.6973 365.16 1.57000000000005 15.67
1999.7164 365.05 1.59000000000003 15.52
1999.7356 364.67 0.770000000000039 14.59
1999.7548 365.15 1.02999999999997 14.82
1999.7740 365.19 0.899999999999977 15.25
1999.7932 365.60 1.09000000000003 15.28
1999.8123 365.65 0.859999999999957 14.96
1999.8315 365.98 1.10000000000002 15.42
1999.8507 366.65 1.31 15.33
1999.8699 366.76 0.909999999999968 15.04
1999.8890 367.08 1.22999999999996 15.3
1999.9082 367.44 0.939999999999998 15.3
1999.9274 367.87 1.07999999999998 15.43
1999.9466 367.89 0.849999999999966 14.77
1999.9658 368.27 0.95999999999998 15.48
1999.9849 368.73 1.18000000000001 15.75
2000.0041 368.74 0.920000000000016 15.15
2000.0232 368.87 0.810000000000002 15.3
2000.0423 370.03 2.21999999999997 16.03
2000.0615 370.08 1.15999999999997 16.26
2000.0806 369.26 -0.129999999999995 14.9
2000.0997 369.61 0.580000000000041 14.52
2000.1189 369.98 1.11000000000001 14.83
2000.1380 369.36 0.379999999999995 14.17
2000.1571 370.11 2.08000000000004 14.78
2000.1762 370.07 1.17000000000002 14.47
2000.1954 370.64 0.439999999999998 14.79
2000.2145 370.93 0.610000000000014 15.56
2000.2336 371.13 0.389999999999986 14.96
2000.2527 371.06 -0.45999999999998 14.73
2000.2719 372.00 0.420000000000016 15.93
2000.2910 372.33 1.88999999999999 16.08
2000.3101 371.92 1.31999999999999 15.27
2000.3292 370.91 -0.599999999999966 13.68
2000.3484 371.88 0.71999999999997 14.35
2000.3675 371.50 0.79000000000002 14.31
2000.3866 372.08 1.35999999999996 14.8
2000.4057 371.87 1.18000000000001 14.54
2000.4249 371.92 1.43000000000001 15.1
2000.4440 371.67 1.29000000000002 15.5
2000.4631 371.79 1.88 15.75
2000.4822 371.25 1.43000000000001 15.32
2000.5014 370.22 0.260000000000048 14.26
2000.5205 370.15 -0.140000000000043 15.36
2000.5396 369.94 0.769999999999982 15.61
2000.5587 369.19 0.839999999999975 14.89
2000.5779 368.93 1.36000000000001 15.13
2000.5970 368.48 0.920000000000016 15.35
2000.6161 368.25 1.57999999999998 14.82
2000.6352 367.56 1.25999999999999 14.77
2000.6544 367.56 2.04000000000002 16.08
2000.6735 367.18 3.03000000000003 16.08
2000.6926 367.19 2.18000000000001 16.19
2000.7117 366.74 1.55000000000001 15.15
2000.7309 366.72 2.07000000000005 15.29
2000.7500 366.65 1.57999999999998 15.33
2000.7691 366.73 1.48000000000002 15.23
2000.7883 366.99 1.53000000000003 15.44
2000.8074 367.47 1.82000000000005 15.68
2000.8265 367.85 1.90000000000003 15.56
2000.8456 368.05 1.48000000000002 15.38
2000.8648 368.59 1.84999999999997 15.42
2000.8839 368.48 1.41000000000003 15.03
2000.9030 368.69 1.27999999999997 15.08
2000.9221 369.68 1.91000000000003 15.83
2000.9413 369.66 1.75 15.42
2000.9604 369.64 1.37 15.29
2000.9795 369.86 1.15000000000003 15.03
2000.9986 370.17 1.46000000000004 15.56
2001.0178 370.30 1.40000000000003 15.74
2001.0370 370.67 1.10000000000002 15.54
2001.0562 370.52 0.259999999999991 15.76
2001.0753 371.36 1.98000000000002 16.01
2001.0945 371.58 2.22999999999996 16.24
2001.1137 371.96 2.19 15.97
2001.1329 371.48 1.97000000000003 15.23
2001.1521 371.73 1.74000000000001 15.68
2001.1712 372.19 2.11000000000001 15.2
2001.1904 372.53 1.97999999999996 14.8
2001.2096 372.54 1.49000000000001 15.59
2001.2288 372.34 1.39999999999998 14.83
2001.2479 372.45 1.32999999999998 13.91
2001.2671 373.61 1.87 15.84
2001.2863 373.70 1.15999999999997 14.8
2001.3055 373.60 1.69 14.37
2001.3247 373.55 2.65000000000003 14.38
2001.3438 373.93 2.13999999999999 15.09
2001.3630 373.74 2.31999999999999 14.19
2001.3822 373.90 1.76999999999998 14.46
2001.4014 373.87 2.05000000000001 15.25
2001.4205 373.47 1.58000000000004 15.15
2001.4397 373.05 1.37 14.65
2001.4589 373.11 1.28000000000003 15.02
2001.4781 373.02 1.69 15.37
2001.4973 372.48 2.15000000000003 15.28
2001.5164 371.34 1.13 14.76
2001.5356 371.30 1.31 15.26
2001.5548 370.87 1.44999999999999 15.72
2001.5740 370.88 1.87 15.43
2001.5932 369.92 1.38 15.38
2001.6123 369.20 0.96999999999997 15.2
2001.6315 369.32 1.56999999999999 16.09
2001.6507 369.28 1.78999999999996 16.27
2001.6699 368.33 1.06 15.35
2001.6890 368.56 1.37 16.24
2001.7082 368.05 1.29000000000002 16.14
2001.7274 367.81 1.07999999999998 15.94
2001.7466 368.07 1.37 16.41
2001.7658 368.29 1.65000000000003 16.17
2001.7849 368.18 1.16000000000003 15.65
2001.8041 368.71 1.34999999999997 15.98
2001.8233 369.12 1.32999999999998 16.06
2001.8425 369.09 1.02999999999997 15.33
2001.8616 369.83 1.32999999999998 16.12
2001.8808 370.22 1.72000000000003 16.36
2001.9000 370.44 1.81999999999999 16.25
2001.9192 370.78 1.25 16.16
2001.9384 371.23 1.49000000000001 16.33
2001.9575 371.26 1.65999999999997 16.05
2001.9767 371.69 1.82999999999998 16.13
2001.9959 372.20 2.11000000000001 15.8
2002.0151 372.20 2.00999999999999 16.02
2002.0342 372.74 1.90000000000003 16.23
2002.0534 372.58 2.22999999999996 16.49
2002.0726 372.82 1.40999999999997 16.59
2002.0918 372.95 1.30000000000001 15.97
2002.1110 373.00 1.33999999999997 15.86
2002.1301 373.08 1.44999999999999 15.88
2002.1493 373.74 2.25 16.66
2002.1685 373.88 1.54000000000002 17.05
2002.1877 374.13 1.62 16.18
2002.2068 374.64 2.07999999999998 16.34
2002.2260 374.28 2.06999999999999 15.39
2002.2452 374.26 1.70999999999998 16.16
2002.2644 374.53 1.01999999999998 15.4
2002.2836 375.23 1.66000000000003 15.84
2002.3027 375.41 1.75 15.95
2002.3219 376.05 2.49000000000001 16.66
2002.3411 375.60 1.67000000000002 15.89
2002.3603 375.07 1.32999999999998 16.39
2002.3795 375.93 2.07999999999998 16.49
2002.3986 376.24 2.29000000000002 15.78
2002.4178 375.90 2.28999999999996 15.49
2002.4370 375.45 2.38 15.92
2002.4562 375.23 2.15000000000003 16.35
2002.4753 375.49 2.42000000000002 16.79
2002.4945 374.82 2.19999999999999 16.11
2002.5137 374.47 3.07000000000005 16.98
2002.5329 374.01 2.73000000000002 17.21
2002.5521 373.34 2.44 16.94
2002.5712 373.33 2.15999999999997 17.97
2002.5904 372.57 2.50999999999999 17.11
2002.6096 371.81 2.67000000000002 16.26
2002.6288 371.33 1.99000000000001 16.15
2002.6479 370.93 1.55000000000001 16.73
2002.6671 370.26 1.88 17.44
2002.6863 371.63 3.13999999999999 17.47
2002.7055 370.83 2.62 18.25
2002.7247 370.50 2.69 17.8
2002.7438 369.88 1.88 16.84
2002.7630 369.91 1.62 16.76
2002.7822 371.24 3.07999999999998 17.72
2002.8014 370.68 2 17.4
2002.8205 371.06 1.94999999999999 17.78
2002.8397 371.97 2.89000000000004 17.8
2002.8589 371.86 2.10000000000002 17.9
2002.8781 372.73 2.56999999999999 18.43
2002.8973 372.77 2.35999999999996 18.02
2002.9164 373.04 2.29000000000002 18.18
2002.9356 373.59 2.41999999999996 18.26
2002.9548 373.57 2.36000000000001 18.12
2002.9740 374.47 2.76000000000005 18.41
2002.9932 374.69 2.58999999999997 18.34
2003.0123 374.55 2.44 17.47
2003.0315 375.02 2.35999999999996 17.94
2003.0507 374.92 2.17000000000002 18.08
2003.0699 375.30 2.69999999999999 17.98
2003.0890 375.17 2.33000000000004 18.17
2003.1082 375.11 1.94999999999999 17.91
2003.1274 376.38 3.32999999999998 19.12
2003.1466 376.02 2.25999999999999 18.25
2003.1658 376.30 2.55000000000001 17.8
2003.1849 376.36 2.25 17.73
2003.2041 375.96 1.47999999999996 17.68
2003.2233 377.00 2.88 18.82
2003.2425 376.85 2.54000000000002 17.67
2003.2616 377.13 2.56999999999999 18.48
2003.2808 377.79 2.75 18.69
2003.3000 378.35 3.02000000000004 18.68
2003.3192 378.63 2.56999999999999 18.91
2003.3384 378.07 2.44999999999999 18.61
2003.3575 378.07 3 17.77
2003.3767 379.43 3.53000000000003 18.84
2003.3959 378.72 2.5 18.06
2003.4151 378.42 2.48000000000002 18.58
2003.4342 378.49 2.93000000000001 18.65
2003.4534 378.12 2.91000000000003 18.53
2003.4726 378.31 2.69999999999999 19.12
2003.4918 377.58 2.78999999999996 19.15
2003.5110 376.57 2.05000000000001 18.8
2003.5301 377.23 3.11000000000001 19.33
2003.5493 376.39 2.53999999999996 19.6
2003.5685 375.91 2.87 19.47
2003.5877 374.94 2.29000000000002 18.55
2003.6068 374.67 2.5 18.9
2003.6260 373.89 2.63 18.61
2003.6452 373.44 2.63999999999999 18.55
2003.6644 373.21 2.73999999999995 19.02
2003.6836 373.12 1.73000000000002 18.99
2003.7027 372.88 1.88999999999999 18.71
2003.7219 373.35 2.85000000000002 19.43
2003.7411 373.28 3.34999999999997 19.05
2003.7603 372.92 2.99000000000001 18.88
2003.7795 372.79 1.73000000000002 18.89
2003.7986 373.43 2.56999999999999 19
2003.8178 373.40 2.47999999999996 19.06
2003.8370 373.96 2.03999999999996 19.31
2003.8562 374.52 2.69 19.47
2003.8753 374.89 2.30000000000001 19.2
2003.8945 375.27 2.51999999999998 19.23
2003.9137 375.32 2.38 19.13
2003.9329 375.74 2.13 19.19
2003.9521 376.34 2.75999999999999 19.49
2003.9712 376.14 1.84999999999997 18.68
2003.9904 376.35 1.61000000000001 18.87
2004.0096 376.34 1.85999999999996 18.15
2004.0287 376.95 1.96999999999997 18.76
2004.0478 377.12 2.13 18.78
2004.0669 377.95 2.74000000000001 19.66
2004.0861 377.87 2.75 19.64
2004.1052 378.43 3.38999999999999 19.46
2004.1243 377.49 1.16000000000003 18.68
2004.1434 377.62 1.54000000000002 18.2
2004.1626 378.29 2.02000000000004 19.59
2004.1817 378.96 2.62 19.29
2004.2008 379.23 3.27000000000004 18.73
2004.2199 378.50 1.56999999999999 17.72
2004.2391 379.72 2.84000000000003 19.0700000000001
2004.2582 380.00 2.85000000000002 18.9
2004.2773 380.73 3.23000000000002 19.7
2004.2964 380.38 2.07999999999998 19.27
2004.3156 380.64 2.00999999999999 18.44
2004.3347 380.72 2.56 18.91
2004.3538 380.71 2.87 19.39
2004.3730 380.25 0.70999999999998 18.45
2004.3921 381.07 2.18000000000001 19.49
2004.4112 379.94 1.60000000000002 18.75
2004.4303 380.09 1.59999999999997 19.1199999999999
2004.4495 380.16 1.96000000000004 19.24
2004.4686 379.37 1.07999999999998 18.68
2004.4877 379.14 1.43000000000001 19.19
2004.5068 378.33 1.76999999999998 18.43
2004.5260 377.89 0.669999999999959 18.3
2004.5451 376.74 0.29000000000002 17.63
2004.5642 376.42 0.520000000000039 17.5
2004.5833 376.76 1.46999999999997 18.53
2004.6025 376.26 1.56999999999999 18.32
2004.6216 375.77 2.03999999999996 18.14
2004.6407 376.09 2.17999999999995 19.54
2004.6598 373.99 0.970000000000027 17.78
2004.6790 374.44 1.14999999999998 17.88
2004.6981 374.05 1.27000000000004 19.03
2004.7172 374.40 1.08999999999997 18.77
2004.7363 374.31 1.03000000000003 18.93
2004.7555 373.98 1.02000000000004 18.27
2004.7746 374.22 1.39000000000004 18.3
2004.7937 374.57 1.25 18.32
2004.8128 374.96 1.54999999999995 18.46
2004.8320 375.31 1.28000000000003 18.6
2004.8511 375.44 1.10000000000002 18.38
2004.8702 376.80 1.90000000000003 18.62
2004.8893 376.73 1.44 19.02
2004.9085 376.82 1.55000000000001 18.65
2004.9276 377.54 1.96000000000004 18.71
2004.9467 377.24 0.870000000000005 17.88
2004.9658 377.78 1.65999999999997 19.04
2004.9850 377.83 1.47999999999996 18.5
2005.0041 378.21 1.85999999999996 18.51
2005.0233 378.44 1.54000000000002 18.58
2005.0425 378.35 1.40000000000003 18.12
2005.0616 378.63 0.730000000000018 18.64
2005.0808 379.42 1.50999999999999 19.27
2005.1000 379.23 0.830000000000041 18.31
2005.1192 379.92 2.25999999999999 18.92
2005.1384 379.87 2.42000000000002 18.88
2005.1575 381.36 3.02000000000004 19.41
2005.1767 380.06 1.14999999999998 18.49
2005.1959 381.28 2.22999999999996 20.1799999999999
2005.2151 380.22 1.61000000000001 18.48
2005.2342 381.76 2.11000000000001 18.5
2005.2534 382.30 2.63 18.75
2005.2726 382.10 1.37 19.13
2005.2918 382.18 1.88999999999999 19.19
2005.3110 382.57 1.77999999999997 19.09
2005.3301 381.94 1.37 19.11
2005.3493 381.98 1.16000000000003 18.1
2005.3685 382.63 2.44999999999999 18.29
2005.3877 383.01 2.01999999999998 19.42
2005.4068 382.79 2.56 18.92
2005.4260 382.63 2.75 18.95
2005.4452 382.41 2.20000000000005 19.46
2005.4644 381.95 2.56999999999999 19.07
2005.4836 381.36 2.15000000000003 18.93
2005.5027 381.11 2.58000000000004 18.85
2005.5219 380.85 2.91000000000003 18.8
2005.5411 380.74 3.90000000000003 19.42
2005.5603 380.14 3.45999999999998 19.34
2005.5795 379.83 3.28999999999996 19.63
2005.5986 378.90 2.56999999999999 19.24
2005.6178 378.83 2.99000000000001 20.15
2005.6370 378.00 1.97000000000003 19.18
2005.6562 377.95 3.95999999999998 20.37
2005.6753 377.32 2.81999999999999 19.02
2005.6945 376.16 2.13000000000005 17.51
2005.7137 376.35 1.99000000000001 17.71
2005.7329 376.46 2.03999999999996 18.87
2005.7521 376.65 2.64999999999998 18.86
2005.7712 376.91 2.69 19.22
2005.7904 -999.99 -1374.49 -1358.06
2005.8096 377.52 2.63 19.22
2005.8288 377.80 2.54000000000002 18.94
2005.8479 377.94 2.48000000000002 18.79
2005.8671 378.86 2.19 19.33
2005.8863 378.48 1.79000000000002 18.65
2005.9055 379.02 2.29999999999995 19.15
2005.9247 379.93 2.45999999999998 19.64
2005.9438 380.18 2.87 19.61
2005.9630 380.24 2.5 19.59
2005.9822 380.49 2.72000000000003 18.98
2006.0014 381.26 3.07999999999998 19.43
2006.0205 381.20 2.80000000000001 18.97
2006.0397 381.55 3.18000000000001 19.61
2006.0589 381.62 3.04000000000002 19.37
2006.0781 381.62 2.29000000000002 19.3
2006.0973 382.28 3.07999999999998 18.97
2006.1164 382.59 2.47999999999996 19.8
2006.1356 381.94 2.30000000000001 18.15
2006.1548 382.14 0.949999999999989 18.29
2006.1740 382.89 2.90999999999997 18.99
2006.1932 382.89 1.53999999999996 19.05
2006.2123 382.91 2.49000000000001 18.33
2006.2315 382.43 1.12 18.06
2006.2507 384.17 1.91000000000003 19.69
2006.2699 384.74 2.61000000000001 20.3
2006.2890 384.86 2.73000000000002 20.23
2006.3082 384.76 2.27999999999997 20.01
2006.3274 384.88 2.70999999999998 19.84
2006.3466 385.03 3.16999999999996 20.3099999999999
2006.3658 385.32 2.75999999999999 19.94
2006.3849 384.96 1.94999999999999 19.69
2006.4041 384.66 1.83000000000004 19.65
2006.4233 384.18 1.56 19.04
2006.4425 384.28 1.86999999999995 19.19
2006.4616 383.93 1.85000000000002 18.79
2006.4808 383.44 2.06 19.04
2006.5000 383.11 1.93000000000001 18.75
2006.5192 382.83 1.94999999999999 19.16
2006.5384 381.80 0.980000000000018 18.3
2006.5575 382.11 1.96000000000004 19
2006.5767 381.51 1.69 19.62
2006.5959 380.59 1.57999999999998 18.54
2006.6151 380.40 1.40999999999997 18.77
2006.6342 379.79 1.60000000000002 18.8
2006.6534 379.55 1.72000000000003 18.7
2006.6726 378.69 1.37 18.74
2006.6918 379.14 3.08999999999997 19.05
2006.7110 378.66 2.25 19.93
2006.7301 378.87 2.38 19.68
2006.7493 378.92 2.33000000000004 19.67
2006.7685 378.90 2.02999999999997 19.4299999999999
2006.7877 378.93 1378.92 19.13
2006.8068 379.48 2 19.9
2006.8260 379.64 1.97999999999996 19.64
2006.8452 379.76 1.73000000000002 19.41
2006.8644 380.00 1.45999999999998 19.11
2006.8836 380.38 1.71999999999997 18.94
2006.9027 381.24 2.44 20
2006.9219 381.47 1.57000000000005 19.52
2006.9411 381.70 1.53999999999996 19.59
2006.9603 382.18 2.09000000000003 19.67
2006.9795 382.00 1.47000000000003 19.64
2006.9986 382.08 0.800000000000011 19.29
2007.0178 382.92 1.79000000000002 19.94
2007.0370 382.43 0.850000000000023 19.39
2007.0562 383.55 2.00999999999999 20.09
2007.0753 383.67 2.14000000000004 20.42
2007.0945 383.26 0.95999999999998 19.59
2007.1137 384.81 2.12 20.57
2007.1329 384.71 2.82999999999998 21.03
2007.1521 384.00 1.94 19.32
2007.1712 383.41 0.580000000000041 19.56
2007.1904 384.33 1.44999999999999 20.13
2007.2096 385.08 2.07999999999998 20.35
2007.2288 385.85 3.40000000000003 20.59
2007.2479 385.85 2.05000000000001 20.01
2007.2671 385.78 0.92999999999995 19.79
2007.2863 387.29 2.42000000000002 20.73
2007.3055 386.96 2.19999999999999 20.14
2007.3247 386.60 1.74000000000001 20.19
2007.3438 386.25 1.25 19.6
2007.3630 386.65 1.38999999999999 19.78
2007.3822 386.51 1.25 19.78
2007.4014 386.91 2.48000000000002 20.43
2007.4205 386.90 2.72999999999996 20.83
2007.4397 386.43 1.99000000000001 20.7
2007.4589 385.70 1.75999999999999 20.38
2007.4781 385.04 1.54000000000002 19.83
2007.4973 385.38 2.25 20.43
2007.5164 385.12 2.28000000000003 20.19
2007.5356 384.08 2.24000000000001 19.98
2007.5548 383.80 1.74000000000001 19.94
2007.5740 382.87 1.25 19.46
2007.5932 382.39 1.77999999999997 19.18
2007.6123 381.87 1.34000000000003 19.58
2007.6315 382.09 2.22999999999996 20.92
2007.6507 381.62 1.85000000000002 20.02
2007.6699 381.52 2.83999999999997 20.14
2007.6890 380.65 1.56999999999999 20.72
2007.7082 380.79 2.04000000000002 20.49
2007.7274 380.67 1.93000000000001 20.82
2007.7466 380.87 1.88999999999999 20.81
2007.7658 380.94 2.13 20.31
2007.7849 381.02 1.96999999999997 20.27
2007.8041 381.34 1.98999999999995 20.29
2007.8233 381.75 2.08999999999997 20.35
2007.8425 382.01 2.25999999999999 19.88
2007.8616 382.21 2.23999999999995 20.06
2007.8808 383.04 2.83000000000004 20.4
2007.9000 382.87 1.68000000000001 19.52
2007.9192 383.66 2.26000000000005 19.66
2007.9384 383.68 2.09000000000003 19.63
2007.9575 384.38 2.06 20.06
2007.9767 383.88 1.87 19.06
2007.9959 384.76 2.69 19.64
2008.0150 384.39 1.75999999999999 19
2008.0342 385.79 3.42000000000002 20.6
2008.0533 385.99 2.69 20.85
2008.0724 386.76 3.01999999999998 21.46
2008.0915 386.01 2.76999999999998 19.94
2008.1107 385.95 1.20999999999998 20.41
2008.1298 385.30 0.199999999999989 19.51
2008.1489 385.36 1.38999999999999 18.46
2008.1680 385.81 2.33999999999997 18.59
2008.1872 385.72 1.51000000000005 19.22
2008.2063 385.82 0.949999999999989 19.03
2008.2254 386.74 1.12 18.77
2008.2445 388.09 2.06999999999999 19.21
2008.2637 386.73 0.850000000000023 18.39
2008.2828 386.48 -0.539999999999964 18.15
2008.3019 387.33 0.289999999999964 18.82
2008.3210 387.27 0.549999999999955 17.55
2008.3402 388.52 2.38999999999999 19.01
2008.3593 388.87 2.20999999999998 20.48
2008.3784 388.89 2.52999999999997 19.24
2008.3975 388.59 1.56 18.61
2008.4167 388.54 1.66000000000003 19.05
2008.4358 387.47 0.990000000000009 18.35
2008.4549 387.88 1.90999999999997 19.11
2008.4740 387.34 2.25999999999999 18.65
2008.4932 -999.99 -1385.29 -1368.06
2008.5123 -999.99 -1385.14 -1368.7
2008.5314 -999.99 -1384.2 -1367.56
2008.5505 386.37 2.5 18.78
2008.5697 384.90 1.60999999999996 17.66
2008.5888 385.23 2.86000000000001 18.51
2008.6079 383.93 2.16000000000003 17.76
2008.6270 383.68 1.65000000000003 18.19
2008.6462 383.30 1.68000000000001 17.94
2008.6653 383.51 1.83999999999997 18.8
2008.6844 383.03 2.32999999999998 18.88
2008.7036 383.37 2.49000000000001 19.73
2008.7227 383.06 2.44 19.46
2008.7418 382.75 1.82999999999998 18.63
2008.7609 382.87 1.94 18.8
2008.7801 382.85 1.88 18.52
2008.7992 383.07 1.75 18.54
2008.8183 383.99 2.31 19.16
2008.8374 383.79 1.80000000000001 18.8
2008.8566 384.11 1.96000000000004 18.66
2008.8757 384.34 1.33999999999997 18.39
2008.8948 384.49 1.66000000000003 18.63
2008.9139 385.05 1.38999999999999 18.35
2008.9331 385.29 1.61000000000001 18.51
2008.9522 385.54 1.09000000000003 18.22
2008.9713 385.93 2.05000000000001 18.64
2008.9904 386.23 1.52000000000004 18.62
2009.0096 386.40 1.97999999999996 18.4299999999999
2009.0288 387.02 1.43000000000001 19.07
2009.0479 387.14 1.28999999999996 19.24
2009.0671 387.50 0.689999999999998 18.24
2009.0863 387.03 1.00999999999999 17.82
2009.1055 386.94 0.910000000000025 17.74
2009.1247 387.62 2.25999999999999 19.1
2009.1438 388.22 2.75 19.15
2009.1630 389.08 3.45999999999998 20.99
2009.1822 388.80 3.03000000000003 19.41
2009.2014 388.20 2.38 18.02
2009.2205 389.29 2.63 18.53
2009.2397 389.04 1.20000000000005 18.56
2009.2589 389.43 2.36000000000001 17.64
2009.2781 388.93 2.5 17.56
2009.2973 389.56 3.00999999999999 19.3
2009.3164 390.52 2.94 20
2009.3356 389.76 1.55000000000001 18.27
2009.3548 390.17 1.36000000000001 19.11
2009.3740 390.38 1.39999999999998 20.06
2009.3932 390.41 1.86000000000001 19.65
2009.4123 389.85 1.30000000000001 19.06
2009.4315 390.20 2.72999999999996 19.9
2009.4507 389.42 1.36000000000001 18.99
2009.4699 388.49 1.11000000000001 18.65
2009.4890 388.69 1388.68 19.17
2009.5082 388.48 1388.47 18.24
2009.5274 388.36 1388.35 18.27
2009.5466 387.68 1.31999999999999 18.75
2009.5658 387.37 2.28000000000003 19.21
2009.5849 387.06 1.91000000000003 19.36
2009.6041 386.01 1.69999999999999 18.75
2009.6233 385.70 1.99000000000001 19.15
2009.6425 385.86 2.56 19.63
2009.6616 385.15 1.69 20.1
2009.6808 384.69 1.60000000000002 20.14
2009.7000 384.76 1.38 19.6
2009.7192 384.62 1.53000000000003 19.71
2009.7384 384.03 1.25999999999999 19.33
2009.7575 383.88 1 18.69
2009.7767 384.38 1.56999999999999 19.17
2009.7959 384.71 1.65999999999997 18.99
2009.8151 385.01 0.949999999999989 19.38
2009.8342 385.36 1.56 19.34
2009.8534 385.69 1.63999999999999 18.99
2009.8726 386.34 2.00999999999999 19.4299999999999
2009.8918 386.38 1.92000000000002 19.32
2009.9110 387.07 2.13999999999999 19.59
2009.9301 386.97 1.69000000000005 18.96
2009.9493 386.87 1.34000000000003 19.02
2009.9685 388.40 2.56 20.14
2009.9877 388.60 2.34000000000003 19.72
2010.0068 388.17 1.83000000000004 19.43
2010.0260 388.33 1.40999999999997 19.29
2010.0452 388.33 1.15999999999997 18.34
2010.0644 389.01 1.58999999999997 19.03
2010.0836 390.71 3.62 21.45
2010.1027 390.35 3.54000000000002 20.63
2010.1219 390.22 2.59000000000003 20.24
2010.1411 389.57 1.56 20.08
2010.1603 390.93 1.80000000000001 20.68
2010.1795 391.38 2.57999999999998 21.45
2010.1986 391.17 3.06 20.36
2010.2178 390.29 1.03000000000003 19.42
2010.2370 391.77 2.75 20.7
2010.2562 391.19 1.76999999999998 19.89
2010.2753 392.71 3.46999999999997 20.68
2010.2945 393.30 4.23000000000002 21.04
2010.3137 393.20 2.47999999999996 21.33
2010.3329 393.01 3.25999999999999 22.03
2010.3521 392.60 2.47000000000003 20.86
2010.3712 393.42 3.11000000000001 21.77
2010.3904 392.71 2.12 20.79
2010.4096 393.30 3.62 21.28
2010.4288 392.75 2.48000000000002 20.95
2010.4479 391.85 2.27000000000004 20.04
2010.4671 391.64 3.01999999999998 19.93
2010.4863 391.15 2.47999999999996 20.03
2010.5055 390.55 2.11000000000001 20.47
2010.5247 389.85 1.46000000000004 19.67
2010.5438 390.26 2.48000000000002 20.36
2010.5630 389.82 2.34999999999997 20.88
2010.5822 388.86 1.72000000000003 19.97
2010.6014 388.82 2.67000000000002 20.36
2010.6205 388.47 2.82000000000005 20.25
2010.6397 387.62 1.69 20.06
2010.6589 387.53 2.46999999999997 20.01
2010.6781 386.14 1.22999999999996 19.13
2010.6973 387.06 2.36000000000001 19.73
2010.7164 386.78 2.01999999999998 20.11
2010.7356 386.78 2.66999999999996 20.05
2010.7548 386.95 3.31 20.37
2010.7740 386.84 2.44999999999999 19.97
2010.7932 387.43 2.76999999999998 20.43
2010.8123 387.83 2.88999999999999 20.31
2010.8315 388.05 2.69999999999999 20.16
2010.8507 387.96 2.35999999999996 19.85
2010.8699 388.63 2.31 19.97
2010.8890 389.49 3.19999999999999 21.12
2010.9082 389.66 2.73000000000002 20.59
2010.9274 389.78 2.65999999999997 20.13
2010.9466 389.44 2.60000000000002 19.9
2010.9658 390.15 1.38999999999999 20.47
2010.9849 389.94 1.86000000000001 20.09
2011.0041 391.64 3.13999999999999 21.41
2011.0233 390.76 2.38 20.26
2011.0425 391.52 3.04999999999995 21.08
2011.0616 391.37 2.53000000000003 20.65
2011.0808 392.07 2.13999999999999 20.57
2011.1000 391.44 0.620000000000005 20.05
2011.1192 391.65 1.45999999999998 19.73
2011.1384 392.05 1.92000000000002 20.68
2011.1575 392.06 1.68000000000001 20.2
2011.1767 391.88 0.370000000000005 19.64
2011.1959 392.49 1.34000000000003 19.91
2011.2151 392.89 2.68000000000001 20.35
2011.2342 394.00 2.32999999999998 21.71
2011.2534 393.00 1.77999999999997 20.53
2011.2726 393.08 0.689999999999998 19.37
2011.2918 393.55 0.0799999999999841 19.77
2011.3110 393.31 0.189999999999998 19.75
2011.3301 394.14 1.06 20.59
2011.3493 392.89 0.370000000000005 18.96
2011.3685 394.91 1.51000000000005 21.21
2011.3877 394.85 1.88 20.87
2011.4068 394.19 0.980000000000018 20.35
2011.4260 393.49 0.689999999999998 20.1
2011.4452 393.79 1.79000000000002 20.78
2011.4644 393.54 1.86000000000001 20.37
2011.4836 393.45 2.30000000000001 20.52
2011.5027 393.50 2.86000000000001 21.05
2011.5219 393.29 3.36000000000001 21.86
2011.5411 391.32 1.02999999999997 20.1
2011.5603 391.98 2.15000000000003 21.08
2011.5795 391.19 2.19999999999999 20.51
2011.5986 390.60 1.76000000000005 20.9
2011.6178 390.14 1.51999999999998 20.91
